ínàÊÉRÅ[Éh,ìsìπï{åß,ésãÊí¨ë∫,ëçêlå˚,ëçêlå˚ÅiíjÅj,ëçêlå˚ÅièóÅj,ì˙ñ{êlêlå˚,ì˙ñ{êlêlå˚ÅiíjÅj,ì˙ñ{êlêlå˚ÅièóÅj,15çŒñ¢ñûêlå˚,15çŒñ¢ñûêlå˚ÅiíjÅj,15çŒñ¢ñûêlå˚ÅièóÅj,15Å`64çŒêlå˚,15Å`64çŒêlå˚ÅiíjÅj,15Å`64çŒêlå˚ÅièóÅj,65çŒà»è„êlå˚,65çŒà»è„êlå˚ÅiíjÅj,65çŒà»è„êlå˚ÅièóÅj,75çŒà»è„êlå˚,75çŒà»è„êlå˚ÅiíjÅj,75çŒà»è„êlå˚ÅièóÅj,äOçëêlêlå˚,èoê∂êî,éÄñSêî,àÍî ïaâ@êî,àÍî êfó√èäêî,éïâ»êfó√èäêî,à„étêî,éïâ»à„étêî,ñÚç‹étêî,ï€àÁèäìôêîÅiäÓñ{ï[Åj
R23219,à§ímåß,è¨ñqés,148831,75290,73541,138972,70448,68524,19321,9824,9497,91387,47984,43403,37160,16886,20274,18565,8087,10478,9011,901,1267,3,99,65,275,111,242,23
R23220,à§ímåß,àÓëÚés,134751,66415,68336,130832,64421,66411,17241,8850,8391,79173,40220,38953,37287,16845,20442,18965,8117,10848,3083,928,1340,4,98,66,205,99,229,32
R23221,à§ímåß,êVèÈés,44355,22002,22353,43264,21444,21820,4732,2444,2288,23319,12073,11246,16032,7295,8737,8350,3427,4923,885,184,653,4,35,23,62,29,77,15
R23222,à§ímåß,ìåäCés,113787,59158,54629,110079,57405,52674,16453,8563,7890,69809,37949,31860,25005,11383,13622,12947,5503,7444,1753,946,925,2,73,52,178,79,162,21
R23223,à§ímåß,ëÂï{és,93123,47374,45749,88574,44869,43705,14194,7166,7028,57143,30072,27071,19927,9047,10880,10261,4419,5842,2611,875,674,3,65,34,295,72,310,25
R23224,à§ímåß,ímëΩés,84364,42346,42018,81839,41183,40656,10966,5760,5206,49179,25403,23776,23461,10791,12670,11785,5275,6510,1902,573,831,3,42,34,57,51,104,15
R23225,à§ímåß,ímóßés,72193,38127,34066,66343,35064,31279,9755,5139,4616,46716,25555,21161,14360,6598,7762,7233,3075,4158,4729,595,555,2,33,30,57,43,83,13
R23226,à§ímåß,îˆí£àÆés,83144,40453,42691,81078,39479,41599,11404,5812,5592,49283,24530,24753,21475,9551,11924,11085,4750,6335,1309,585,702,1,68,48,123,64,150,15
R23227,à§ímåß,çÇïlés,46106,23790,22316,42490,21935,20555,6997,3580,3417,29738,15949,13789,8896,3998,4898,4488,1800,2688,3290,352,368,1,26,14,36,22,37,11
R23228,à§ímåß,ä‚ëqés,47983,23866,24117,44522,22176,22346,5890,2995,2895,28702,14734,13968,11995,5412,6583,6150,2634,3516,2321,418,453,1,29,25,43,38,61,11
R23229,à§ímåß,ñLñæés,69295,35061,34234,65397,32946,32451,8577,4493,4084,41574,21736,19838,18123,8230,9893,9482,4100,5382,3021,534,550,2,43,33,777,66,251,14
R23230,à§ímåß,ì˙êiés,91520,45149,46371,89895,44286,45609,13492,6911,6581,51836,25798,26038,18044,8005,10039,9529,4078,5451,1396,887,604,3,73,53,126,80,191,18
R23231,à§ímåß,ìcå¥és,59360,30138,29222,57899,29622,28277,7422,3830,3592,33453,17679,15774,16698,7533,9165,8404,3335,5069,1152,356,705,1,36,24,74,35,65,21
R23232,à§ímåß,à§êºés,60829,29536,31293,59796,29057,30739,6865,3429,3436,34544,17300,17244,19192,8680,10512,10166,4440,5726,838,273,749,0,39,25,38,28,65,13
R23233,à§ímåß,ê¥ê{és,67352,33520,33832,61185,30723,30462,8696,4454,4242,36320,18457,17863,15188,6764,8424,7742,3222,4520,1201,732,622,2,43,37,66,59,104,14
R23234,à§ímåß,ñkñºå√âÆés,86385,43041,43344,83633,41752,41881,12192,6250,5942,52510,27184,25326,20797,9236,11561,11133,4823,6310,1950,703,706,2,47,37,98,61,154,12
R23235,à§ímåß,ñÌïxés,43025,21465,21560,40802,20184,20618,5294,2675,2619,25765,13413,12352,11260,4969,6291,5904,2481,3423,1521,315,434,2,31,20,201,28,111,10
R23236,à§ímåß,Ç›ÇÊÇµés,61952,32105,29847,58362,30319,28043,8981,4653,4328,40028,21269,18759,11234,5352,5882,5483,2504,2979,2026,474,376,2,43,26,58,36,83,10
R23237,à§ímåß,Ç†Ç‹és,86126,42561,43565,83979,41431,42548,11511,5922,5589,51573,26360,25213,23031,10271,12760,11983,5259,6724,2048,681,843,1,52,31,95,46,114,12
R23238,à§ímåß,í∑ãvéËés,60162,29144,31018,55657,27031,28626,10084,5092,4992,36234,17736,18498,9840,4401,5439,4788,2011,2777,737,636,313,2,48,27,649,62,191,11
R23302,à§ímåß,ìåãΩí¨,43903,21931,21972,42122,21070,21052,6537,3331,3206,26144,13459,12685,10206,4567,5639,5190,2259,2931,1220,318,348,1,30,19,47,35,60,9
R23342,à§ímåß,ñLéRí¨,15613,7937,7676,14728,7551,7177,2285,1165,1120,8756,4557,4199,3444,1550,1894,1756,762,994,430,127,124,0,8,8,8,11,22,3
R23361,à§ímåß,ëÂå˚í¨,24305,12261,12044,23585,11938,11647,3456,1808,1648,13797,7127,6670,5769,2598,3171,3090,1336,1754,608,206,187,1,16,10,34,14,36,4
R23362,à§ímåß,ï}åKí¨,34133,16839,17294,33289,16440,16849,4616,2322,2294,20033,10272,9761,8992,3997,4995,4842,2114,2728,424,260,358,0,20,17,24,27,49,7
R23424,à§ímåß,ëÂé°í¨,32399,16304,16095,30915,15594,15321,4890,2471,2419,19868,10310,9558,6667,3062,3605,3276,1461,1815,696,275,261,0,13,8,12,15,21,5
R23425,à§ímåß,äIç]í¨,37338,18428,18910,35190,17330,17860,4552,2354,2198,22565,11421,11144,9473,4220,5253,4826,2001,2825,1415,236,345,2,26,15,40,26,60,9
R23427,à§ímåß,îÚìáë∫,4575,2251,2324,4328,2096,2232,647,334,313,2504,1301,1203,1419,611,808,742,280,462,246,33,53,0,5,2,6,2,3,2
R23441,à§ímåß,à¢ãvî‰í¨,28383,13965,14418,27890,13710,14180,4817,2490,2327,15837,8010,7827,7513,3334,4179,3891,1645,2246,305,208,263,0,21,10,30,14,52,9
R23442,à§ímåß,ìåâYí¨,49596,24726,24870,47856,23842,24014,6701,3396,3305,29566,15315,14251,12836,5803,7033,6546,2846,3700,1314,354,508,0,25,18,31,24,67,9
R23445,à§ímåß,ìÏímëΩí¨,16617,8079,8538,16196,7875,8321,1471,740,731,8614,4455,4159,6451,2835,3616,3415,1326,2089,389,56,265,0,12,9,19,12,16,6
R23446,à§ímåß,î¸ïlí¨,22496,11213,11283,21975,10909,11066,2216,1190,1026,12971,6642,6329,6820,3067,3753,3493,1428,2065,306,96,274,2,8,9,16,13,19,7
R23447,à§ímåß,ïêñLí¨,43535,22116,21419,41900,21162,20738,5869,2976,2893,26033,13787,12246,10795,4843,5952,5427,2328,3099,1109,304,395,2,21,15,28,24,77,10
R23501,à§ímåß,çKìcí¨,42449,21504,20945,41137,20822,20315,6979,3575,3404,26024,13581,12443,9198,4184,5014,4370,1795,2575,1233,384,306,0,27,14,47,20,44,9
R23561,à§ímåß,ê›äyí¨,4437,2165,2272,4394,2134,2260,328,169,159,1828,979,849,2263,999,1264,1363,537,826,26,10,111,0,7,4,3,4,1,4
R23562,à§ímåß,ìåâhí¨,2942,1417,1525,2925,1409,1516,256,146,110,1176,611,565,1490,640,850,881,318,563,17,12,79,0,4,1,4,1,5,1
R23563,à§ímåß,ñLç™ë∫,1017,482,535,997,474,523,80,39,41,404,213,191,533,230,303,311,115,196,20,2,31,0,2,1,2,0,0,1
R24201,éOèdåß,í√és,274537,133537,141000,263787,127855,135932,33180,17085,16095,156532,79044,77488,80745,35083,45662,43311,17366,25945,7377,1701,3226,19,269,137,1157,221,747,62
R24202,éOèdåß,élì˙ésés,305424,152669,152755,292356,146386,145970,37575,19202,18373,184945,96747,88198,78647,34803,43844,40418,16670,23748,8530,2106,3157,12,260,141,762,208,635,56
R24203,éOèdåß,à…ê®és,122765,58161,64604,120782,57182,63600,14205,7228,6977,68102,33445,34657,39098,16669,22429,21136,8192,12944,991,766,1513,4,132,77,414,117,269,35
R24204,éOèdåß,èºç„és,159145,76360,82785,154343,74296,80047,19629,10142,9487,90248,44555,45693,47785,20828,26957,25358,10099,15259,3859,1059,1930,7,147,73,484,118,366,35
R24205,éOèdåß,åKñºés,138613,68084,70529,133240,65286,67954,17826,9108,8718,81466,41113,40353,37083,16542,20541,18853,7790,11063,3707,897,1354,8,96,67,292,100,291,26
R24207,éOèdåß,óÈé≠és,195670,97350,98320,178822,89456,89366,22929,11660,11269,108792,55252,53540,47973,21515,26458,23791,10150,13641,6432,1343,1828,7,149,78,413,107,411,42
R24208,éOèdåß,ñºí£és,76387,36853,39534,75035,36170,38865,9146,4639,4507,41820,20651,21169,24835,11232,13603,11629,4855,6774,965,419,806,2,65,38,104,54,134,17
R24209,éOèdåß,îˆòhés,16252,7562,8690,15903,7407,8496,1396,700,696,7323,3623,3700,7122,2994,4128,4062,1581,2481,184,64,307,1,20,9,33,9,31,7
R24210,éOèdåß,ãTéRés,49835,25161,24674,46951,23706,23245,6292,3261,3031,26400,13749,12651,12773,5712,7061,6402,2621,3781,1658,337,555,3,35,17,45,21,65,14
R24211,éOèdåß,íπâHés,17525,8255,9270,17282,8160,9122,1596,852,744,8890,4401,4489,6885,2906,3979,3654,1337,2317,165,69,296,0,18,7,15,12,10,7
R24212,éOèdåß,åFñÏés,15965,7384,8581,15833,7327,8506,1525,759,766,7265,3608,3657,7113,2974,4139,4093,1533,2560,104,84,285,0,27,10,26,13,16,7
R24214,éOèdåß,Ç¢Ç»Ç◊és,44973,23106,21867,42758,21816,20942,5479,2826,2653,26529,14433,12096,12301,5461,6840,6206,2519,3687,1842,285,500,3,24,16,76,17,72,13
R24215,éOèdåß,éuñÄés,46057,21206,24851,45497,21003,24494,3968,1989,1979,22746,11025,11721,18818,7911,10907,10416,3972,6444,330,180,797,3,44,27,79,37,63,13
R24216,éOèdåß,à…âÍés,88766,43446,45320,82535,40093,42442,9603,4886,4717,47834,24912,22922,28933,12426,16507,15365,5862,9503,4993,499,1257,3,70,33,148,42,187,30
R24303,éOèdåß,ñÿë]ñ¶í¨,6023,3032,2991,5494,2722,2772,540,264,276,3118,1646,1472,2010,900,1110,983,412,571,302,19,68,0,3,2,4,2,2,1
R24324,éOèdåß,ìåàıí¨,25784,12614,13170,25189,12269,12920,3520,1783,1737,14229,7110,7119,8011,3700,4311,3517,1564,1953,593,189,224,0,14,10,28,12,44,6
R24341,éOèdåß,å‘ñÏí¨,40559,19868,20691,39310,19149,20161,5598,2840,2758,23816,12094,11722,10630,4644,5986,5569,2232,3337,770,311,417,1,22,13,50,16,54,8
R24343,éOèdåß,í©ì˙í¨,11021,5488,5533,10810,5353,5457,2069,1027,1042,6797,3511,3286,2104,918,1186,1166,497,669,164,101,94,0,7,4,7,4,4,1
R24344,éOèdåß,êÏâzí¨,15123,7798,7325,14545,7446,7099,2173,1128,1045,10045,5414,4631,2848,1227,1621,1497,571,926,543,144,121,0,8,5,10,7,7,4
R24441,éOèdåß,ëΩãCí¨,14021,6753,7268,13882,6712,7170,1752,905,847,7320,3693,3627,4848,2066,2782,2662,1004,1658,138,63,191,0,9,6,11,11,8,6
R24442,éOèdåß,ñæòaí¨,22445,10666,11779,22193,10537,11656,2906,1481,1425,12450,6122,6328,7009,3031,3978,3725,1459,2266,176,164,261,2,14,8,35,9,27,5
R24443,éOèdåß,ëÂë‰í¨,8668,4103,4565,8557,4074,4483,807,407,400,4093,2047,2046,3755,1645,2110,2172,857,1315,103,39,182,1,9,5,14,4,21,4
R24461,éOèdåß,ã èÈí¨,15041,7184,7857,14806,7102,7704,2096,1088,1008,8548,4174,4374,4258,1842,2416,2222,875,1347,164,97,151,1,11,7,12,7,24,4
R24470,éOèdåß,ìxâÔí¨,7847,3798,4049,7790,3788,4002,878,471,407,4120,2067,2053,2834,1252,1582,1476,563,913,46,36,106,0,5,3,3,3,2,3
R24471,éOèdåß,ëÂãIí¨,7815,3652,4163,7731,3614,4117,565,307,258,3312,1648,1664,3934,1693,2241,2368,930,1438,83,20,194,0,9,1,8,1,4,5
R24472,éOèdåß,ìÏà…ê®í¨,10989,5095,5894,10905,5075,5830,648,338,310,4442,2268,2174,5867,2471,3396,3664,1411,2253,79,32,264,1,10,5,12,6,11,4
R24543,éOèdåß,ãIñkí¨,14604,6758,7846,14313,6633,7680,1165,601,564,6692,3283,3409,6686,2819,3867,3910,1489,2421,275,40,343,2,15,8,19,11,20,7
R24561,éOèdåß,å‰ïlí¨,8079,3765,4314,8032,3762,4270,859,435,424,3916,1948,1968,3301,1381,1920,1853,690,1163,46,28,145,1,6,3,31,5,21,2
R24562,éOèdåß,ãIïÛí¨,10321,4767,5554,10195,4751,5444,1165,607,558,5262,2541,2721,3867,1605,2262,2025,742,1283,102,49,144,0,6,6,6,6,4,5
R25201,é†âÍåß,ëÂí√és,345070,166673,178397,334545,161092,173453,45482,23222,22260,200166,98283,101883,90578,40020,50558,44776,18242,26534,4035,2419,3173,13,296,141,1357,231,921,88
R25202,é†âÍåß,ïFç™és,113647,56492,57155,109859,54673,55186,14888,7703,7185,67948,34951,32997,28299,12532,15767,14455,5832,8623,2274,772,1042,3,94,52,211,68,255,28
R25203,é†âÍåß,í∑ïlés,113636,55406,58230,108099,52697,55402,14546,7521,7025,63648,31872,31776,32349,14251,18098,17201,6874,10327,3253,815,1221,3,92,49,293,69,236,24
R25204,é†âÍåß,ãﬂç]î™î¶és,81122,39676,41446,79187,38686,40501,11335,5729,5606,46578,23559,23019,22493,10043,12450,11021,4515,6506,1376,618,817,2,55,31,209,42,197,18
R25206,é†âÍåß,ëêí√és,143913,72646,71267,133964,67692,66272,19712,10158,9554,86272,45213,41059,30057,13499,16558,14730,6348,8382,2306,1083,890,5,131,63,297,100,492,28
R25207,é†âÍåß,éÁéRés,83236,40872,42364,81266,39947,41319,13642,6963,6679,50266,25001,25265,18098,8217,9881,8691,3784,4907,1025,731,607,3,67,31,242,53,209,15
R25208,é†âÍåß,åIìåés,68820,34110,34710,67317,33355,33962,11355,5784,5571,43973,22235,21738,13138,5923,7215,6227,2667,3560,1297,798,454,1,50,26,179,39,180,16
R25209,é†âÍåß,çbâÍés,88358,44014,44344,84041,41585,42456,11240,5867,5373,50912,26203,24709,24909,11177,13732,12634,5066,7568,3201,586,945,4,56,33,177,53,257,22
R25210,é†âÍåß,ñÏèFés,50513,25121,25392,49474,24586,24888,7139,3726,3413,29647,15186,14461,13189,5989,7200,6425,2802,3623,599,419,437,2,42,18,83,21,93,11
R25211,é†âÍåß,åŒìÏés,54460,28168,26292,50648,26046,24602,7187,3747,3440,33062,17662,15400,13387,6234,7153,5967,2547,3420,3083,381,441,2,33,18,40,20,76,15
R25212,é†âÍåß,çÇìáés,46377,22762,23615,45715,22420,23295,4959,2610,2349,24449,12514,11935,16648,7454,9194,8874,3561,5313,462,248,646,3,42,18,85,29,84,14
R25213,é†âÍåß,ìåãﬂç]és,112819,56296,56523,107969,53604,54365,15176,7795,7381,65768,34027,31741,30209,13480,16729,15125,6048,9077,3536,818,1075,7,73,42,203,61,178,22
R25214,é†âÍåß,ïƒå¥és,37225,18051,19174,36417,17711,18706,4759,2445,2314,20960,10523,10437,11058,4840,6218,6008,2355,3653,524,268,480,0,26,15,26,21,44,10
R25383,é†âÍåß,ì˙ñÏí¨,20964,10555,10409,20149,10055,10094,2575,1343,1232,11656,6125,5531,6424,2886,3538,3281,1294,1987,557,139,242,1,12,7,37,9,43,5
R25384,é†âÍåß,ó≥â§í¨,11789,6192,5597,11650,6110,5540,1506,786,720,6897,3842,3055,3315,1516,1799,1517,624,893,98,68,130,0,8,5,17,5,15,2
R25425,é†âÍåß,à§ëëí¨,20893,10373,10520,18815,9377,9438,3150,1590,1560,11474,5856,5618,4595,2032,2563,2296,896,1400,798,145,173,0,11,7,8,12,25,6
R25441,é†âÍåß,ñLãΩí¨,7132,3458,3674,6908,3321,3587,1035,512,523,4069,2051,2018,1983,869,1114,960,372,588,188,42,77,1,4,0,26,1,24,2
R25442,é†âÍåß,çbó«í¨,6362,3060,3302,6243,3012,3231,714,377,337,3477,1734,1743,2118,925,1193,1052,409,643,55,27,81,0,2,1,3,1,1,2
R25443,é†âÍåß,ëΩâÍí¨,7274,3504,3770,7235,3490,3745,969,494,475,3559,1782,1777,2464,1075,1389,1305,495,810,37,60,108,0,6,2,3,3,22,2
R26100,ãûìsï{,ãûìsés,1463723,692279,771444,1369358,644756,724602,153005,78495,74510,847046,412684,434362,394406,165609,228797,209563,80271,129292,39386,9251,14880,90,1594,811,6880,1271,4664,279
R26201,ãûìsï{,ïüíméRés,77306,38504,38802,75194,37445,37749,10041,5118,4923,42693,22462,20231,22974,9923,13051,12217,4710,7507,979,585,954,5,72,39,196,45,152,26
R26202,ãûìsï{,ïëíﬂés,80336,40244,40092,78084,39108,38976,9756,4870,4886,43185,23278,19907,25438,10906,14532,13714,5375,8339,836,572,1004,7,60,35,174,58,174,16
R26203,ãûìsï{,àªïîés,31846,15239,16607,31169,14950,16219,3462,1761,1701,15767,8029,7738,12313,5259,7054,6964,2720,4244,431,196,496,3,27,13,73,19,53,9
R26204,ãûìsï{,âFé°és,179630,86301,93329,177026,85020,92006,21985,11434,10551,103635,51306,52329,53800,23466,30334,27408,11431,15977,2533,1107,1796,8,132,81,442,145,353,26
R26205,ãûìsï{,ã{í√és,16758,7942,8816,16620,7902,8718,1595,832,763,7873,4028,3845,7245,3046,4199,4136,1539,2597,126,86,318,1,22,7,23,6,15,8
R26206,ãûìsï{,ãTâ™és,86174,41654,44520,84393,40852,43541,10707,5512,5195,48207,23810,24397,25959,11710,14249,12247,5151,7096,836,517,876,5,61,36,114,51,118,17
R26207,ãûìsï{,èÈózés,74607,35864,38743,73382,35213,38169,8530,4431,4099,40018,19704,20314,25105,11153,13952,12597,5492,7105,633,428,785,5,59,31,139,42,130,10
R26208,ãûìsï{,å¸ì˙és,56859,27119,29740,55852,26654,29198,7849,4015,3834,32857,16052,16805,15164,6546,8618,7815,3229,4586,470,458,530,1,46,26,65,33,105,10
R26209,ãûìsï{,í∑â™ãûés,80608,38793,41815,79500,38196,41304,11065,5623,5442,46950,23233,23717,22021,9576,12445,11516,4825,6691,627,610,678,4,73,41,195,54,204,15
R26210,ãûìsï{,î™î¶és,70433,34030,36403,68543,32990,35553,8188,4147,4041,39701,19809,19892,22054,9848,12206,10677,4646,6031,1572,323,680,4,41,27,94,43,115,15
R26211,ãûìsï{,ãûìcï”és,73753,36111,37642,70681,34483,36198,10641,5485,5156,43138,21480,21658,17311,7655,9656,8689,3783,4906,915,481,553,4,57,32,133,42,204,8
R26212,ãûìsï{,ãûíOå„és,50860,24357,26503,50235,24157,26078,5662,2901,2761,25593,13096,12497,19292,8182,11110,10874,4095,6779,414,291,758,4,33,18,79,29,67,15
R26213,ãûìsï{,ìÏíOés,31629,15392,16237,30964,15033,15931,3252,1707,1545,16680,8536,8144,11139,4828,6311,6160,2390,3770,325,165,523,3,33,12,133,21,75,8
R26214,ãûìsï{,ñÿí√êÏés,77907,37295,40612,76459,36632,39827,12926,6626,6300,44873,21681,23192,19188,8587,10601,8932,3809,5123,561,633,585,1,57,26,127,40,172,16
R26303,ãûìsï{,ëÂéRçËí¨,15953,7710,8243,15781,7623,8158,2327,1170,1157,9183,4578,4605,4351,1908,2443,2373,1002,1371,111,193,130,0,8,6,11,8,15,4
R26322,ãûìsï{,ãvå‰éRí¨,15250,7432,7818,14503,7079,7424,1772,906,866,8361,4227,4134,4875,2164,2711,2382,1035,1347,513,77,159,2,6,6,119,10,65,3
R26343,ãûìsï{,à‰éËí¨,7406,3594,3812,7165,3475,3690,677,367,310,4124,2113,2011,2562,1087,1475,1342,522,820,206,38,96,0,4,1,4,1,2,3
R26344,ãûìsï{,âFé°ìcå¥í¨,8911,4501,4410,8551,4245,4306,1017,531,486,5187,2724,2463,2683,1226,1457,1251,532,719,358,34,101,0,4,3,3,4,9,1
R26364,ãûìsï{,ä}íuí¨,1144,541,603,1120,533,587,48,24,24,470,241,229,582,253,329,329,130,199,3,1,28,0,1,1,1,1,1,1
R26365,ãûìsï{,òaë©í¨,3478,1617,1861,3459,1608,1851,237,117,120,1584,784,800,1655,714,941,828,336,492,16,15,72,0,4,1,3,1,1,1
R26366,ãûìsï{,ê∏âÿí¨,36198,17226,18972,35785,17041,18744,5089,2575,2514,21907,10483,11424,9035,4090,4945,4244,1851,2393,316,219,247,2,29,20,54,30,86,5
R26367,ãûìsï{,ìÏéRèÈë∫,2391,1125,1266,2366,1114,1252,154,85,69,1077,521,556,1158,518,640,608,254,354,20,6,38,0,1,1,1,1,0,1
R26407,ãûìsï{,ãûíOîgí¨,12907,6113,6794,12721,6050,6671,1083,535,548,6045,3067,2978,5705,2466,3239,3139,1202,1937,150,46,214,2,6,6,10,8,9,3
R26463,ãûìsï{,à…ç™í¨,1928,946,982,1920,944,976,178,100,78,814,438,376,934,406,528,523,181,342,8,13,37,0,3,1,0,0,0,2
R26465,ãûìsï{,ó^é”ñÏí¨,20092,9539,10553,19933,9482,10451,2219,1144,1075,10248,5122,5126,7544,3225,4319,4135,1592,2543,97,95,322,1,16,8,83,10,39,6
R27100,ëÂç„ï{,ëÂç„és,2752412,1326875,1425537,2550968,1229030,1321938,290649,148667,141982,1686757,835340,851417,676821,292460,384361,358578,136965,221613,121586,20152,29598,175,3489,2179,9834,3157,11836,527
R27140,ëÂç„ï{,ç‰és,826161,393961,432200,799358,380576,418782,102091,52220,49871,471667,232514,239153,233131,99256,133875,122568,49079,73489,12486,5827,8722,39,742,477,2032,630,1863,129
R27202,ëÂç„ï{,ä›òaìcés,190658,90424,100234,185196,87830,97366,23665,12078,11587,110325,54307,56018,53497,22729,30768,28141,10864,17277,2413,1359,2197,15,136,96,468,135,424,34
R27203,ëÂç„ï{,ñLíÜés,401558,188931,212627,396053,186280,209773,54916,28227,26689,240797,116117,124680,105379,44292,61087,57200,22101,35099,5287,3430,3845,17,415,246,903,359,1356,92
R27204,ëÂç„ï{,írìcés,104993,49992,55001,100902,48020,52882,12844,6485,6359,61529,30451,31078,27786,11770,16016,14995,5962,9033,1882,731,1027,3,102,68,278,105,255,21
R27205,ëÂç„ï{,êÅìcés,385567,185305,200262,370207,177448,192759,51990,26643,25347,231248,113550,117698,88508,37326,51182,45929,18064,27865,4718,3080,3051,14,349,197,2462,707,1415,58
R27206,ëÂç„ï{,êÚëÂí√és,74412,35224,39188,72022,34148,37874,8927,4542,4385,45189,22084,23105,18939,7988,10951,9685,3771,5914,1181,565,726,4,66,46,146,59,133,14
R27207,ëÂç„ï{,çÇíŒés,352698,168081,184617,344704,163931,180773,43042,21967,21075,200510,98166,102344,102233,43811,58422,55470,22905,32565,3022,2406,3330,16,292,184,1581,249,1283,56
R27208,ëÂç„ï{,äLíÀés,84443,40482,43961,83018,39780,43238,10856,5594,5262,49800,24574,25226,23013,9904,13109,12105,4753,7352,865,498,891,4,55,34,181,49,153,20
R27209,ëÂç„ï{,éÁå˚és,143096,69204,73892,138362,66830,71532,15437,7939,7498,83146,41659,41487,40885,17450,23435,22643,8900,13743,2223,1099,1729,6,141,75,565,121,388,26
R27210,ëÂç„ï{,ñáï˚és,397289,188191,209098,377108,178574,198534,45276,22906,22370,212620,102473,110147,110284,47779,62505,56378,23344,33034,3090,2417,3862,23,282,210,1281,363,1014,60
R27211,ëÂç„ï{,àÔñÿés,287730,138658,149072,279012,134101,144911,39221,20116,19105,171964,84334,87630,68701,29902,38799,34967,14370,20597,3216,2282,2398,12,234,149,494,223,853,48
R27212,ëÂç„ï{,î™îˆés,264642,125858,138784,254472,120953,133519,31874,16215,15659,153071,75448,77623,74907,31672,43235,40533,16055,24478,7104,1875,3052,10,212,138,532,206,506,44
R27213,ëÂç„ï{,êÚç≤ñÏés,100131,47828,52303,97349,46457,50892,11488,5936,5552,60883,29962,30921,26232,10997,15235,13811,5227,8584,1735,623,1067,10,89,45,290,64,243,17
R27214,ëÂç„ï{,ïxìcó—és,108699,50919,57780,106571,49841,56730,12109,6164,5945,62665,29924,32741,32782,14286,18496,16739,6798,9941,1311,638,1266,7,87,57,252,90,267,17
R27215,ëÂç„ï{,êQâÆêÏés,229733,110807,118926,222654,107158,115496,25895,13336,12559,129383,64693,64690,68059,29122,38937,35638,14344,21294,2626,1514,2468,13,186,121,393,183,465,45
R27216,ëÂç„ï{,âÕì‡í∑ñÏés,101692,47392,54300,100308,46769,53539,10330,5299,5031,54254,25740,28514,36016,15905,20111,18610,7840,10770,617,459,1241,8,79,57,269,78,259,15
R27217,ëÂç„ï{,èºå¥és,117641,56535,61106,113842,54407,59435,12546,6475,6071,66990,33278,33712,35266,15052,20214,19317,7802,11515,1482,754,1398,5,87,58,221,77,329,19
R27218,ëÂç„ï{,ëÂìåés,119367,57939,61428,113702,55352,58350,13870,7099,6771,70833,35664,35169,31451,13761,17690,15784,6570,9214,2528,775,1190,5,82,53,203,67,223,23
R27219,ëÂç„ï{,òaêÚés,184495,88751,95744,180355,86489,93866,24884,12601,12283,109891,54077,55814,46995,20399,26596,23257,9347,13910,2263,1208,1647,10,128,86,618,118,420,28
R27220,ëÂç„ï{,ñ•ñ és,136868,64992,71876,132176,62950,69226,20385,10401,9984,80023,38902,41121,35261,15161,20100,18572,7662,10910,2373,924,1114,9,118,87,336,115,392,30
R27221,ëÂç„ï{,îêå¥és,68775,32955,35820,66678,31795,34883,7611,3891,3720,40004,19714,20290,19964,8645,11319,10125,4115,6010,1280,396,732,2,47,35,114,46,136,12
R27222,ëÂç„ï{,âHâgñÏés,108736,51034,57702,107037,50242,56795,12338,6214,6124,61958,30154,31804,33318,14141,19177,17723,7022,10701,950,634,1266,6,70,43,259,39,204,16
R27223,ëÂç„ï{,ñÂê^és,119764,58772,60992,115558,56551,59007,11764,6004,5760,70541,36213,34328,35573,15508,20065,19109,7715,11394,2833,691,1435,5,115,72,194,100,323,20
R27224,ëÂç„ï{,ê€í√és,87456,43166,44290,84206,41583,42623,10852,5536,5316,52197,26762,25435,22099,9782,12317,11259,4718,6541,1382,750,768,4,56,40,81,46,203,21
